study,dataset,version,variable,label,categories,label_de,categories_de
soep-test,cp,v3,cp19,Satisfaction with your health,"""0"":""0 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""1"":""1 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""2"":""2 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""3"":""3 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""4"":""4 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""5"":""5 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""6"":""6 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""7"":""7 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""8"":""8 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""9"":""9 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""10"":""10 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied""",Zufriedenheit mit Ihrer Gesundheit?,"""0"":""0 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""1"":""1 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""2"":""2 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""3"":""3 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""4"":""4 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""5"":""5 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""6"":""6 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""7"":""7 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""8"":""8 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""9"":""9 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""10"":""10 Zufrieden: Skala 1-Niedrig bis 10-Hoch"""
soep-test,cp,v3,cp20,Satisfaction with your sleep?,"""0"":""0 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""1"":""1 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""2"":""2 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""3"":""3 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""4"":""4 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""5"":""5 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""6"":""6 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""7"":""7 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""8"":""8 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""9"":""9 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""10"":""10 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied""",Zufriedenheit mit Ihrem Schlaf?,"""0"":""0 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""1"":""1 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""2"":""2 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""3"":""3 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""4"":""4 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""5"":""5 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""6"":""6 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""7"":""7 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""8"":""8 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""9"":""9 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""10"":""10 Zufrieden: Skala 1-Niedrig bis 10-Hoch"""
soep-test,cp,v3,cp21,Satisfaction (in case of employment) with your work?,"""0"":""0 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""1"":""1 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""2"":""2 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""3"":""3 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""4"":""4 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""5"":""5 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""6"":""6 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""7"":""7 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""8"":""8 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""9"":""9 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""10"":""10 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied""",Zufriedenheit (falls Sie erwerbstätig sind) mit Ihrer Arbeit?,"""0"":""0 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""1"":""1 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""2"":""2 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""3"":""3 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""4"":""4 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""5"":""5 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""6"":""6 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""7"":""7 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""8"":""8 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""9"":""9 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""10"":""10 Zufrieden: Skala 1-Niedrig bis 10-Hoch"""
soep-test,cp,v3,cp22,Satisfaction (if you are doing household chores) with the chores in your househo,"""0"":""0 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""1"":""1 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""2"":""2 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""3"":""3 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""4"":""4 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""5"":""5 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""6"":""6 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""7"":""7 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""8"":""8 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""9"":""9 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""10"":""10 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied""",Zufriedenheit (falls Sie im Haushalt tätig sind) mit Ihrer Tätigkeit im Haushalt,"""0"":""0 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""1"":""1 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""2"":""2 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""3"":""3 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""4"":""4 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""5"":""5 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""6"":""6 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""7"":""7 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""8"":""8 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""9"":""9 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""10"":""10 Zufrieden: Skala 1-Niedrig bis 10-Hoch"""
soep-test,cp,v3,cp23,Satisfaction with your household income?,"""0"":""0 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""1"":""1 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""2"":""2 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""3"":""3 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""4"":""4 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""5"":""5 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""6"":""6 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""7"":""7 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""8"":""8 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""9"":""9 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""10"":""10 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied""",Zufriedenheit mit dem Einkommen Ihres Haushalts,"""0"":""0 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""1"":""1 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""2"":""2 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""3"":""3 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""4"":""4 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""5"":""5 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""6"":""6 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""7"":""7 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""8"":""8 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""9"":""9 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""10"":""10 Zufrieden: Skala 1-Niedrig bis 10-Hoch"""
soep-test,cp,v3,cp24,Satisfaction with your personal income?,"""0"":""0 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""1"":""1 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""2"":""2 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""3"":""3 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""4"":""4 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""5"":""5 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""6"":""6 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""7"":""7 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""8"":""8 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""9"":""9 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""10"":""10 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied""",Zufriedenheit mit Ihrem persönlichen Einkommen?,"""0"":""0 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""1"":""1 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""2"":""2 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""3"":""3 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""4"":""4 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""5"":""5 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""6"":""6 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""7"":""7 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""8"":""8 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""9"":""9 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""10"":""10 Zufrieden: Skala 1-Niedrig bis 10-Hoch"""
soep-test,cp,v3,cp25,Satisfaction with your accomodation?,"""0"":""0 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""1"":""1 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""2"":""2 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""3"":""3 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""4"":""4 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""5"":""5 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""6"":""6 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""7"":""7 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""8"":""8 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""9"":""9 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""10"":""10 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied""",Zufriedenheit mit Ihrer Wohnung,"""0"":""0 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""1"":""1 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""2"":""2 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""3"":""3 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""4"":""4 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""5"":""5 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""6"":""6 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""7"":""7 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""8"":""8 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""9"":""9 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""10"":""10 Zufrieden: Skala 1-Niedrig bis 10-Hoch"""
soep-test,cp,v3,cp26,Satisfaction with your leisure time?,"""0"":""0 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""1"":""1 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""2"":""2 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""3"":""3 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""4"":""4 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""5"":""5 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""6"":""6 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""7"":""7 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""8"":""8 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""9"":""9 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""10"":""10 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied""",Zufriedenheit mit Ihrer Freizeit?,"""0"":""0 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""1"":""1 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""2"":""2 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""3"":""3 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""4"":""4 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""5"":""5 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""6"":""6 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""7"":""7 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""8"":""8 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""9"":""9 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""10"":""10 Zufrieden: Skala 1-Niedrig bis 10-Hoch"""
soep-test,cp,v3,cp27,Satisfaction with your family life?,"""0"":""0 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""1"":""1 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""2"":""2 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""3"":""3 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""4"":""4 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""5"":""5 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""6"":""6 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""7"":""7 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""8"":""8 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""9"":""9 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""10"":""10 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied""",Zufriedenheit mit Ihrem Familienleben,"""0"":""0 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""1"":""1 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""2"":""2 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""3"":""3 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""4"":""4 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""5"":""5 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""6"":""6 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""7"":""7 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""8"":""8 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""9"":""9 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""10"":""10 Zufrieden: Skala 1-Niedrig bis 10-Hoch"""
soep-test,cp,v3,cp28,Satisfaction (in case of having children in pre-school age) with the existing po,"""0"":""0 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""1"":""1 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""2"":""2 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""3"":""3 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""4"":""4 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""5"":""5 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""6"":""6 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""7"":""7 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""8"":""8 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""9"":""9 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""10"":""10 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied""",Zufriedenheit (falls Sie Kinder im Vorschulalter haben) mit den vorhandenen Mögl,"""0"":""0 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""1"":""1 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""2"":""2 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""3"":""3 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""4"":""4 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""5"":""5 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""6"":""6 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""7"":""7 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""8"":""8 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""9"":""9 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""10"":""10 Zufrieden: Skala 1-Niedrig bis 10-Hoch"""
soep-test,cp,v3,cp29,Satisfaction with the democacy how it is persisting in Germany?,"""0"":""0 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""1"":""1 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""2"":""2 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""3"":""3 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""4"":""4 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""5"":""5 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""6"":""6 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""7"":""7 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""8"":""8 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""9"":""9 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied"", ""10"":""10 Satisfaction: ""0"" not satisfied at all, ""10"" throughout satisfied""","Zufriedenheit mit der Demokratie, so wie sie in Deutschland besteht","""0"":""0 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""1"":""1 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""2"":""2 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""3"":""3 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""4"":""4 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""5"":""5 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""6"":""6 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""7"":""7 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""8"":""8 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""9"":""9 Zufrieden: Skala 1-Niedrig bis 10-Hoch"", ""10"":""10 Zufrieden: Skala 1-Niedrig bis 10-Hoch"""
soep-test,cp,v3,cp30,with the democacy how it is persisting in Germany?,"",berufliche Tätigkeit/genau,""
soep-test,cp,v3,cp31,Income/ Wage (amount),"",Einkommen/Lohn Betrag,""
soep-test,cp,v3,cp32,Income/ Selfemployment (amount),"",Einkommen/selbstständige Tätigkeit Betrag,""
soep-test,cp,v3,cp33,Interest in Politics,"""1"":"" Very strong"", ""2"":""Strong"", ""3"":""Not very strong"", ""4"":""Not at all""",Politikinteresse,"""1"":""Sehr stark"", ""2"":""Stark"", ""3"":""Nicht so stark"", ""4"":""Überhaupt nicht"""
soep-test,cp,v3,cp34,Party,"""1"":""SPD"", ""2"":""CDU"", ""3"":""CSU"", ""4"":""FDP"", ""5"":""Bündnis 90 / Die Grünen"", ""6"":""Die Linke"", ""7"":""DVU / Republikaner / NPD"", ""8"":""Others""",Partei,"""1"":""SPD"", ""2"":""CDU"", ""3"":""CSU"", ""4"":""FDP"", ""5"":""Bündnis 90 / Die Grünen"", ""6"":""Die Linke"", ""7"":""DVU / Republikaner / NPD"", ""8"":""Andere"""
soep-test,cp,v3,cp35,Body height,"",Körpergröße,""
soep-test,cp,v3,cp36,Body weight,"",Körpergewicht,""
soep-test,cp,v3,persnr,Fixed Individual Number,"",Unveraenderliche Personennummer,""
soep-test,cpbrutto,v3,cgeburt,Geburtsjahr,"",Geburtsjahr,""
soep-test,cpbrutto,v3,chhnr,Aktuelle Haushaltsnummer (=HHNRAKT),"",Aktuelle Haushaltsnummer (=HHNRAKT),""
soep-test,cpbrutto,v3,cpnat,"","","",""
soep-test,cpbrutto,v3,csex,Geschlecht,"""1"":""maennlich"", ""2"":""weiblich""",Geschlecht,"""1"":""maennlich"", ""2"":""weiblich"""
soep-test,cpbrutto,v3,hhnr,Ursprungshaushaltsnummer,"",Ursprungshaushaltsnummer,""
soep-test,cpbrutto,v3,hhnrakt,Aktuelle Haushaltsnummer (=CHNNR),"",Aktuelle Haushaltsnummer (=CHNNR),""
soep-test,cpbrutto,v3,persnr,Unveraenderliche Personennummer,"",Unveraenderliche Personennummer,""
soep-test,cpgen,v3,bmi,Body Mass Index,"",Body Mass Index,""
soep-test,cpgen,v3,persnr,Fixed individual number,"",Unveraenderliche Personennummer,""
soep-test,ctest,v3,chhnr,Aktuelle Haushaltsnummer (=HHNRAKT),"",Aktuelle Haushaltsnummer (=HHNRAKT),""
soep-test,ctest,v3,lfrei1mo,Dauer Bundesfreiwilligendienst [Monate],"",Dauer Bundesfreiwilligendienst [Monate],""
soep-test,ctest,v3,lfrei2mo,Dauer Freiwilligen Wehrdienst [Monate],"",Dauer Freiwilligen Wehrdienst [Monate],""
soep-test,ctest,v3,lfxxxbroken,Freiwilligen Dienste,"""1"":""Freiwilliges soziales/ökologisches Jahr"", ""2"":""Bundesfreiwilligendienst"", ""3"":""Freiwilligen Wehrdienst"", ""4"":""Keinen dieser freiwilligen Dienste abgeleistet""",Freiwilligen Dienste,"""1"":""Freiwilliges soziales/ökologisches Jahr"", ""2"":""Bundesfreiwilligendienst"", ""3"":""Freiwilligen Wehrdienst"", ""4"":""Keinen dieser freiwilligen Dienste abgeleistet"""
soep-test,ctest,v3,lkgeba,Geburtsjahr Kinder,"",Geburtsjahr Kinder,""
soep-test,ctest,v3,lkgebb,Geburtsjahr Kinder,"",Geburtsjahr Kinder,""
soep-test,ctest,v3,lkgebc,Geburtsjahr Kinder,"",Geburtsjahr Kinder,""
soep-test,ctest,v3,lkgebd,Geburtsjahr Kinder,"",Geburtsjahr Kinder,""
soep-test,ctest,v3,lkind,Anzahl Kinder,"",Anzahl Kinder,""
soep-test,ctest,v3,lkno,Kinder,"""1"":""Ja"", ""2"":""Nein, hatte nie Kinder""",Kinder,"""1"":""Ja"", ""2"":""Nein, hatte nie Kinder"""
soep-test,ctest,v3,lksexa,Geschlecht Kinder,"""1"":""Sohn"", ""2"":""Tochter""",Geschlecht Kinder,"""1"":""Sohn"", ""2"":""Tochter"""
soep-test,ctest,v3,lksexb,Geschlecht Kinder,"""1"":""Sohn"", ""2"":""Tochter""",Geschlecht Kinder,"""1"":""Sohn"", ""2"":""Tochter"""
soep-test,ctest,v3,lksexc,Geschlecht Kinder,"""1"":""Sohn"", ""2"":""Tochter""",Geschlecht Kinder,"""1"":""Sohn"", ""2"":""Tochter"""
soep-test,ctest,v3,lksexd,Geschlecht Kinder,"""1"":""Sohn"", ""2"":""Tochter""",Geschlecht Kinder,"""1"":""Sohn"", ""2"":""Tochter"""
soep-test,ctest,v3,lkwoa,Wohnort Kinder,"""1"":""Hier im Haushalt"", ""2"":""Hier am Ort"", ""3"":""Woanders in Westdeutschland"", ""4"":""Woanders in Ostdeutschland"", ""5"":""Im Ausland"", ""6"":""Ist verstorben""",Wohnort Kinder,"""1"":""Hier im Haushalt"", ""2"":""Hier am Ort"", ""3"":""Woanders in Westdeutschland"", ""4"":""Woanders in Ostdeutschland"", ""5"":""Im Ausland"", ""6"":""Ist verstorben"""
soep-test,ctest,v3,lkwob,Wohnort Kinder,"""1"":""Hier im Haushalt"", ""2"":""Hier am Ort"", ""3"":""Woanders in Westdeutschland"", ""4"":""Woanders in Ostdeutschland"", ""5"":""Im Ausland"", ""6"":""Ist verstorben""",Wohnort Kinder,"""1"":""Hier im Haushalt"", ""2"":""Hier am Ort"", ""3"":""Woanders in Westdeutschland"", ""4"":""Woanders in Ostdeutschland"", ""5"":""Im Ausland"", ""6"":""Ist verstorben"""
soep-test,ctest,v3,lkwoc,Wohnort Kinder,"""1"":""Hier im Haushalt"", ""2"":""Hier am Ort"", ""3"":""Woanders in Westdeutschland"", ""4"":""Woanders in Ostdeutschland"", ""5"":""Im Ausland"", ""6"":""Ist verstorben""",Wohnort Kinder,"""1"":""Hier im Haushalt"", ""2"":""Hier am Ort"", ""3"":""Woanders in Westdeutschland"", ""4"":""Woanders in Ostdeutschland"", ""5"":""Im Ausland"", ""6"":""Ist verstorben"""
soep-test,ctest,v3,lkwod,Wohnort Kinder,"""1"":""Hier im Haushalt"", ""2"":""Hier am Ort"", ""3"":""Woanders in Westdeutschland"", ""4"":""Woanders in Ostdeutschland"", ""5"":""Im Ausland"", ""6"":""Ist verstorben""",Wohnort Kinder,"""1"":""Hier im Haushalt"", ""2"":""Hier am Ort"", ""3"":""Woanders in Westdeutschland"", ""4"":""Woanders in Ostdeutschland"", ""5"":""Im Ausland"", ""6"":""Ist verstorben"""
soep-test,ctest,v3,lm01,Wohnort Mutter,"""1"":""Lebt hier am Ort"", ""2"":""Lebt woanders, und zwar: - in den alten Bundesländern"", ""3"":""Lebt woanders, und zwar: - in den neuen Bundesländern"", ""4"":""Lebt woanders, und zwar: - in einem anderen Land, nicht in Deutschland""",Wohnort Mutter,"""1"":""Lebt hier am Ort"", ""2"":""Lebt woanders, und zwar: - in den alten Bundesländern"", ""3"":""Lebt woanders, und zwar: - in den neuen Bundesländern"", ""4"":""Lebt woanders, und zwar: - in einem anderen Land, nicht in Deutschland"""
soep-test,ctest,v3,lm01dummy,Mutter (lebendig),"""1"":""Ja"", ""2"":""Nein""",Mutter (lebendig),"""1"":""Ja"", ""2"":""Nein"""
soep-test,ctest,v3,lm02,Mutter Jahr Verstorben,"",Mutter Jahr Verstorben,""
